# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "../inputs/genomes/RATT/genomes/Newman/genomic.gff3" "-o" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/featureCounts/R1_NM-III_t12_S2_Newman_counts.txt" "-p" "--countReadPairs" "-s" "2" "-O" "--primary" "-t" "CDS" "-g" "locus_tag" "-T" "8" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R1_NM-III_t12_S2.bam" 
Geneid	Chr	Start	End	Strand	Length	/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R1_NM-III_t12_S2.bam
NWMN_1902	AP009351.1	2115149	2115565	-	417	19
NWMN_1903	AP009351.1	2115939	2116334	-	396	10
NWMN_1904	AP009351.1	2116565	2117107	-	543	17
NWMN_1905	AP009351.1	2117272	2117523	-	252	5
NWMN_2622	AP009351.1	2117516	2117689	-	174	5
NWMN_2623	AP009351.1	2117695	2117937	-	243	6
NWMN_1906	AP009351.1	2117941	2118309	-	369	3
NWMN_1907	AP009351.1	2118322	2118738	-	417	1
NWMN_1908	AP009351.1	2118960	2119844	-	885	7
NWMN_1909	AP009351.1	2119874	2120344	-	471	3
NWMN_1910	AP009351.1	2120345	2120830	-	486	1
NWMN_1911	AP009351.1	2121043	2121963	-	921	5
NWMN_1912	AP009351.1	2121965	2123908	-	1944	6
NWMN_1913	AP009351.1	2123917	2124195	-	279	0
NWMN_1914	AP009351.1	2124189	2124449	-	261	1
NWMN_1915	AP009351.1	2124430	2124756	-	327	1
NWMN_1916	AP009351.1	2125009	2125329	-	321	0
NWMN_1917	AP009351.1	2125385	2126020	+	636	2
NWMN_1918	AP009351.1	2126419	2127171	-	753	24
NWMN_1919	AP009351.1	2127222	2127551	+	330	1
NWMN_1920	AP009351.1	2127771	2128034	-	264	0
NWMN_1921	AP009351.1	2128167	2128880	+	714	25
NWMN_1922	AP009351.1	2128896	2129828	+	933	11
NWMN_1923	AP009351.1	2129834	2130175	+	342	3
NWMN_1924	AP009351.1	2130661	2131125	+	465	105
NWMN_1925	AP009351.1	2131160	2132221	+	1062	4
NWMN_1926	AP009351.1	2132278	2133102	+	825	4
NWMN_1927	AP009351.1	2133340	2134356	-	1017	270
NWMN_1928	AP009351.1	2134378	2135433	-	1056	203
NWMN_1929	AP009351.1	2135805	2137091	+	1287	586
NWMN_1930	AP009351.1	2137463	2138308	-	846	2
NWMN_1931	AP009351.1	2138370	2139281	-	912	0
NWMN_1932	AP009351.1	2139442	2140749	+	1308	0
NWMN_1933	AP009351.1	2141602	2142054	-	453	29
NWMN_1934	AP009351.1	2142151	2142588	-	438	14
NWMN_1935	AP009351.1	2142906	2143496	-	591	28
NWMN_1936	AP009351.1	2143838	2144185	+	348	0
NWMN_1937	AP009351.1	2144407	2146023	-	1617	1030
NWMN_1938	AP009351.1	2146099	2146383	-	285	147
NWMN_1939	AP009351.1	2146558	2147301	+	744	6
NWMN_1940	AP009351.1	2147326	2148597	-	1272	35
NWMN_1941	AP009351.1	2148782	2149408	+	627	40
NWMN_1942	AP009351.1	2149769	2150554	+	786	94
NWMN_2624	AP009351.1	2151151	2151285	-	135	58
NWMN_1943	AP009351.1	2151521	2152090	+	570	73
NWMN_1944	AP009351.1	2152087	2152227	+	141	8
NWMN_1945	AP009351.1	2152252	2153544	+	1293	284
NWMN_1946	AP009351.1	2153563	2154279	+	717	290
NWMN_1947	AP009351.1	2154646	2155605	-	960	70
NWMN_1948	AP009351.1	2155602	2157086	-	1485	62
NWMN_1949	AP009351.1	2157235	2158185	-	951	21
NWMN_1950	AP009351.1	2158368	2159618	-	1251	0
NWMN_1951	AP009351.1	2159825	2160049	-	225	5
NWMN_1952	AP009351.1	2160109	2161188	-	1080	12
NWMN_1953	AP009351.1	2161492	2162127	-	636	68
NWMN_1954	AP009351.1	2162380	2164308	+	1929	19
NWMN_1955	AP009351.1	2164670	2166280	+	1611	9
NWMN_1956	AP009351.1	2166382	2167407	-	1026	41
NWMN_1957	AP009351.1	2167400	2167864	-	465	7
NWMN_1958	AP009351.1	2167837	2168526	-	690	18
NWMN_1959	AP009351.1	2168480	2168974	-	495	6
NWMN_1960	AP009351.1	2169452	2171140	+	1689	3
NWMN_1961	AP009351.1	2171168	2172937	+	1770	7
NWMN_1962	AP009351.1	2173328	2174332	+	1005	6
NWMN_1963	AP009351.1	2174362	2175891	+	1530	9
NWMN_1964	AP009351.1	2175894	2176940	+	1047	5
NWMN_1965	AP009351.1	2176954	2178324	+	1371	8
NWMN_1966	AP009351.1	2178325	2178897	+	573	3
NWMN_1967	AP009351.1	2178912	2180180	+	1269	6
NWMN_1968	AP009351.1	2186543	2186998	-	456	27
NWMN_1969	AP009351.1	2186991	2189141	-	2151	86
NWMN_1970	AP009351.1	2189575	2190345	-	771	434
NWMN_1971	AP009351.1	2190320	2190799	-	480	137
NWMN_1972	AP009351.1	2190801	2191127	-	327	94
NWMN_1973	AP009351.1	2191247	2192248	-	1002	149
NWMN_1974	AP009351.1	2192598	2192960	-	363	256
NWMN_1975	AP009351.1	2193212	2194360	-	1149	109
NWMN_1976	AP009351.1	2194426	2194785	-	360	36
NWMN_1977	AP009351.1	2194789	2195280	-	492	33
NWMN_1978	AP009351.1	2195267	2196850	-	1584	37
NWMN_1979	AP009351.1	2196843	2197322	-	480	4
NWMN_1980	AP009351.1	2197531	2198091	-	561	5
NWMN_1981	AP009351.1	2198111	2200138	-	2028	8
NWMN_1982	AP009351.1	2200157	2201833	-	1677	2
NWMN_1983	AP009351.1	2202105	2204762	+	2658	17
NWMN_1984	AP009351.1	2204762	2205457	+	696	4
NWMN_1985	AP009351.1	2205826	2207346	-	1521	315
NWMN_1986	AP009351.1	2207863	2209221	-	1359	117
NWMN_1987	AP009351.1	2209236	2210306	-	1071	70
NWMN_1988	AP009351.1	2210624	2211826	+	1203	43
NWMN_1989	AP009351.1	2212090	2212227	-	138	541
NWMN_1990	AP009351.1	2212355	2212564	-	210	13
NWMN_1991	AP009351.1	2212576	2212914	-	339	19
NWMN_1992	AP009351.1	2213035	2214519	+	1485	19
NWMN_1993	AP009351.1	2214547	2215194	+	648	14
NWMN_1994	AP009351.1	2216007	2216879	-	873	101
NWMN_1995	AP009351.1	2216965	2217606	-	642	3
NWMN_1996	AP009351.1	2217608	2218399	-	792	5
NWMN_1997	AP009351.1	2218383	2219213	-	831	0
NWMN_1998	AP009351.1	2219206	2219895	-	690	2
NWMN_1999	AP009351.1	2220281	2220976	-	696	5
NWMN_2000	AP009351.1	2221163	2221270	+	108	0
NWMN_2001	AP009351.1	2221365	2221760	-	396	9
NWMN_2002	AP009351.1	2221891	2222394	+	504	8
NWMN_2003	AP009351.1	2222453	2222893	-	441	185
NWMN_2004	AP009351.1	2222927	2224192	-	1266	456
NWMN_2005	AP009351.1	2224303	2224536	-	234	13
NWMN_2006	AP009351.1	2225098	2225502	-	405	293
NWMN_2007	AP009351.1	2225522	2226934	-	1413	896
NWMN_2008	AP009351.1	2226956	2227822	-	867	362
NWMN_2009	AP009351.1	2227853	2229361	-	1509	577
NWMN_2010	AP009351.1	2229383	2229922	-	540	146
NWMN_2011	AP009351.1	2229922	2230443	-	522	228
NWMN_2012	AP009351.1	2230641	2230853	-	213	307
NWMN_2013	AP009351.1	2230896	2231624	-	729	380
NWMN_2014	AP009351.1	2231645	2231998	-	354	135
NWMN_2015	AP009351.1	2232165	2233295	-	1131	387
NWMN_2016	AP009351.1	2233316	2233945	-	630	252
NWMN_2017	AP009351.1	2233973	2235211	-	1239	584
NWMN_2018	AP009351.1	2235238	2235762	-	525	246
NWMN_2019	AP009351.1	2235869	2236288	-	420	9
NWMN_2020	AP009351.1	2236285	2237331	-	1047	18
NWMN_2021	AP009351.1	2237415	2238251	-	837	37
NWMN_2022	AP009351.1	2238238	2239314	-	1077	53
NWMN_2023	AP009351.1	2239315	2239914	-	600	25
NWMN_2024	AP009351.1	2240261	2240515	-	255	172
NWMN_2025	AP009351.1	2240633	2241949	-	1317	211
NWMN_2026	AP009351.1	2242196	2243623	-	1428	1455
NWMN_2027	AP009351.1	2243861	2244199	-	339	130
NWMN_2028	AP009351.1	2244285	2245544	-	1260	81
NWMN_2029	AP009351.1	2246010	2246870	-	861	579
NWMN_2030	AP009351.1	2247088	2247609	+	522	4
NWMN_2031	AP009351.1	2247718	2249328	-	1611	57
NWMN_2032	AP009351.1	2249664	2250194	-	531	72
NWMN_2033	AP009351.1	2250306	2251166	-	861	19
NWMN_2034	AP009351.1	2251590	2252393	+	804	36
NWMN_2035	AP009351.1	2252523	2253194	-	672	26
NWMN_2036	AP009351.1	2253593	2254786	-	1194	23
NWMN_2037	AP009351.1	2254786	2255970	-	1185	19
NWMN_2038	AP009351.1	2256281	2256751	+	471	66
NWMN_2039	AP009351.1	2256903	2257253	-	351	509
NWMN_2040	AP009351.1	2257267	2258568	-	1302	1549
NWMN_2041	AP009351.1	2258847	2259509	-	663	510
NWMN_2042	AP009351.1	2259824	2260534	+	711	110
NWMN_2043	AP009351.1	2260655	2261098	-	444	798
NWMN_2044	AP009351.1	2261298	2261711	-	414	55
NWMN_2045	AP009351.1	2262169	2263542	-	1374	37
NWMN_2046	AP009351.1	2264214	2264444	-	231	11
NWMN_2047	AP009351.1	2264475	2265413	-	939	55
NWMN_2048	AP009351.1	2265848	2266513	-	666	403
NWMN_2049	AP009351.1	2266665	2266985	+	321	6
NWMN_2050	AP009351.1	2266987	2267967	+	981	31
NWMN_2051	AP009351.1	2268233	2269324	+	1092	32
NWMN_2052	AP009351.1	2270287	2270490	-	204	6
NWMN_2053	AP009351.1	2270549	2271685	-	1137	3
NWMN_2054	AP009351.1	2272771	2273628	-	858	74
NWMN_2055	AP009351.1	2273696	2274478	-	783	36
NWMN_2056	AP009351.1	2274710	2276515	-	1806	1334
NWMN_2057	AP009351.1	2277196	2278734	+	1539	72
NWMN_2058	AP009351.1	2278769	2280901	+	2133	131
NWMN_2059	AP009351.1	2280913	2281347	+	435	120
NWMN_2060	AP009351.1	2281347	2282453	+	1107	135
NWMN_2061	AP009351.1	2282772	2290208	-	7437	74
NWMN_2062	AP009351.1	2290485	2291840	-	1356	220
NWMN_2063	AP009351.1	2291867	2292799	-	933	59
NWMN_2064	AP009351.1	2292801	2293610	-	810	48
NWMN_2065	AP009351.1	2293799	2294707	-	909	94
NWMN_2066	AP009351.1	2294897	2296135	+	1239	1
NWMN_2067	AP009351.1	2302546	2303610	-	1065	177
NWMN_2068	AP009351.1	2303758	2305200	-	1443	62
NWMN_2069	AP009351.1	2305522	2305995	-	474	1
NWMN_2070	AP009351.1	2306094	2307437	-	1344	11
NWMN_2071	AP009351.1	2307614	2308300	-	687	51
NWMN_2072	AP009351.1	2308316	2309503	-	1188	130
NWMN_2073	AP009351.1	2309547	2310062	-	516	22
NWMN_2074	AP009351.1	2310239	2310499	+	261	136
NWMN_2075	AP009351.1	2310631	2312001	-	1371	16
NWMN_2076	AP009351.1	2312237	2313205	-	969	4
NWMN_2077	AP009351.1	2313202	2314233	-	1032	6
NWMN_2078	AP009351.1	2314245	2315228	-	984	18
NWMN_2079	AP009351.1	2315620	2316690	-	1071	36
NWMN_2080	AP009351.1	2316697	2318454	-	1758	87
NWMN_2081	AP009351.1	2318441	2319634	-	1194	4
NWMN_2082	AP009351.1	2319736	2321712	+	1977	22
NWMN_2083	AP009351.1	2322168	2322968	+	801	0
NWMN_2084	AP009351.1	2322965	2323285	+	321	0
NWMN_2085	AP009351.1	2323433	2323792	+	360	7
NWMN_2086	AP009351.1	2323828	2324337	-	510	5169
NWMN_2087	AP009351.1	2324400	2324639	-	240	2178
NWMN_2088	AP009351.1	2324652	2325200	-	549	4352
NWMN_2089	AP009351.1	2325363	2326925	-	1563	248
NWMN_2090	AP009351.1	2327232	2328233	-	1002	68
NWMN_2091	AP009351.1	2328467	2329468	-	1002	455
NWMN_2092	AP009351.1	2329751	2330635	-	885	82
NWMN_2093	AP009351.1	2330886	2332298	-	1413	30
NWMN_2094	AP009351.1	2332316	2334028	-	1713	19
NWMN_2095	AP009351.1	2334034	2334345	-	312	7
NWMN_2096	AP009351.1	2334367	2335347	-	981	11
NWMN_2097	AP009351.1	2335351	2336283	-	933	20
NWMN_2098	AP009351.1	2336296	2336811	-	516	18
NWMN_2099	AP009351.1	2336827	2337255	-	429	14
NWMN_2100	AP009351.1	2337623	2338378	-	756	23
NWMN_2101	AP009351.1	2338629	2339360	+	732	40
NWMN_2102	AP009351.1	2339397	2339558	+	162	0
NWMN_2103	AP009351.1	2339651	2340259	-	609	0
NWMN_2104	AP009351.1	2340866	2341714	-	849	40
NWMN_2105	AP009351.1	2341784	2342200	-	417	0
NWMN_2106	AP009351.1	2342608	2345031	+	2424	7
NWMN_2107	AP009351.1	2345091	2345945	-	855	39
NWMN_2108	AP009351.1	2346156	2346971	-	816	20
NWMN_2109	AP009351.1	2347265	2347690	+	426	111
NWMN_2110	AP009351.1	2348054	2348770	-	717	286
NWMN_2111	AP009351.1	2348795	2350459	-	1665	596
NWMN_2112	AP009351.1	2350913	2351095	-	183	3
NWMN_2113	AP009351.1	2351649	2352248	-	600	4
NWMN_2114	AP009351.1	2352281	2353054	-	774	0
NWMN_2115	AP009351.1	2353183	2354319	-	1137	18
NWMN_2116	AP009351.1	2354320	2355111	-	792	46
NWMN_2117	AP009351.1	2355124	2355417	-	294	2
NWMN_2118	AP009351.1	2355414	2356511	-	1098	1
NWMN_2119	AP009351.1	2357056	2357448	-	393	287
NWMN_2120	AP009351.1	2357468	2357905	-	438	208
NWMN_2121	AP009351.1	2358145	2358948	-	804	28
NWMN_2122	AP009351.1	2358953	2359759	-	807	18
NWMN_2123	AP009351.1	2359749	2360609	-	861	27
NWMN_2124	AP009351.1	2360606	2361415	-	810	18
NWMN_2125	AP009351.1	2361953	2362321	-	369	252
NWMN_2126	AP009351.1	2362338	2363282	-	945	593
NWMN_2127	AP009351.1	2363357	2363746	-	390	331
NWMN_2128	AP009351.1	2363770	2364135	-	366	396
NWMN_2129	AP009351.1	2364158	2364271	-	114	225
NWMN_2130	AP009351.1	2364303	2364521	-	219	195
NWMN_2131	AP009351.1	2364714	2365361	-	648	476
NWMN_2132	AP009351.1	2365378	2366670	-	1293	682
NWMN_2133	AP009351.1	2366670	2367110	-	441	311
NWMN_2134	AP009351.1	2367127	2367306	-	180	209
NWMN_2135	AP009351.1	2367331	2367822	-	492	395
NWMN_2136	AP009351.1	2367843	2368202	-	360	212
NWMN_2137	AP009351.1	2368233	2368769	-	537	238
NWMN_2138	AP009351.1	2368794	2369192	-	399	206
NWMN_2139	AP009351.1	2369224	2369409	-	186	121
NWMN_2140	AP009351.1	2369432	2369971	-	540	204
NWMN_2141	AP009351.1	2369998	2370315	-	318	142
NWMN_2142	AP009351.1	2370351	2370719	-	369	224
NWMN_2143	AP009351.1	2370751	2371014	-	264	151
NWMN_2144	AP009351.1	2371038	2371259	-	222	161
NWMN_2145	AP009351.1	2371237	2371671	-	435	239
NWMN_2146	AP009351.1	2371674	2372327	-	654	326
NWMN_2147	AP009351.1	2372351	2372704	-	354	190
NWMN_2148	AP009351.1	2372733	2373011	-	279	192
NWMN_2149	AP009351.1	2373078	2373911	-	834	528
NWMN_2150	AP009351.1	2373944	2374219	-	276	154
NWMN_2151	AP009351.1	2374219	2374842	-	624	277
NWMN_2152	AP009351.1	2374869	2375531	-	663	254
NWMN_2153	AP009351.1	2375559	2375867	-	309	204
NWMN_2154	AP009351.1	2376218	2376613	+	396	14
NWMN_2155	AP009351.1	2376805	2378139	-	1335	121
NWMN_2156	AP009351.1	2378252	2380387	-	2136	50
NWMN_2157	AP009351.1	2380574	2381461	+	888	24
NWMN_2158	AP009351.1	2381642	2382505	+	864	16
NWMN_2159	AP009351.1	2382924	2383832	-	909	5
NWMN_2160	AP009351.1	2383965	2384129	+	165	2
NWMN_2161	AP009351.1	2384374	2384691	+	318	7
NWMN_2162	AP009351.1	2384878	2388045	-	3168	146
NWMN_2163	AP009351.1	2388162	2389427	-	1266	108
NWMN_2164	AP009351.1	2390059	2390823	-	765	5
NWMN_2165	AP009351.1	2390985	2391425	+	441	4
NWMN_2166	AP009351.1	2391418	2392629	+	1212	12
NWMN_2167	AP009351.1	2392731	2393081	-	351	25
NWMN_2168	AP009351.1	2393772	2394794	-	1023	106
NWMN_2169	AP009351.1	2394814	2395413	-	600	68
NWMN_2170	AP009351.1	2395420	2395653	-	234	43
NWMN_2171	AP009351.1	2395659	2396105	-	447	47
NWMN_2172	AP009351.1	2396119	2396604	-	486	54
NWMN_2173	AP009351.1	2396601	2397860	-	1260	160
NWMN_2174	AP009351.1	2397923	2398417	+	495	28
NWMN_2175	AP009351.1	2398419	2398925	-	507	53
NWMN_2176	AP009351.1	2398956	2399960	-	1005	69
NWMN_2177	AP009351.1	2400130	2400735	-	606	100
NWMN_2178	AP009351.1	2400736	2401407	-	672	156
NWMN_2179	AP009351.1	2401421	2402203	-	783	86
NWMN_2180	AP009351.1	2402493	2403290	+	798	56
NWMN_2181	AP009351.1	2403462	2404238	-	777	5
NWMN_2182	AP009351.1	2404304	2404858	-	555	6
NWMN_2183	AP009351.1	2404979	2405920	-	942	6
NWMN_2184	AP009351.1	2405933	2406121	-	189	1
NWMN_2185	AP009351.1	2406319	2407227	-	909	22
NWMN_2186	AP009351.1	2407441	2408376	-	936	205
NWMN_2187	AP009351.1	2408812	2409726	-	915	1
NWMN_2188	AP009351.1	2409977	2410279	+	303	7
NWMN_2189	AP009351.1	2410293	2410703	+	411	18
NWMN_2190	AP009351.1	2410700	2412415	+	1716	42
NWMN_2191	AP009351.1	2412428	2412880	+	453	13
NWMN_2192	AP009351.1	2412873	2413562	+	690	11
NWMN_2193	AP009351.1	2413575	2414189	+	615	16
NWMN_2194	AP009351.1	2414189	2415025	+	837	14
NWMN_2195	AP009351.1	2415214	2415561	-	348	81
NWMN_2196	AP009351.1	2415989	2416315	-	327	83
NWMN_2197	AP009351.1	2416379	2417122	-	744	5
NWMN_2198	AP009351.1	2417148	2419103	-	1956	12
NWMN_2199	AP009351.1	2419713	2420516	+	804	46
NWMN_2200	AP009351.1	2420949	2422349	-	1401	51
NWMN_2201	AP009351.1	2422444	2423526	-	1083	65
NWMN_2202	AP009351.1	2423774	2424196	+	423	2
NWMN_2203	AP009351.1	2424433	2424933	+	501	38
NWMN_2204	AP009351.1	2425029	2425238	+	210	0
NWMN_2205	AP009351.1	2425295	2426248	+	954	482
NWMN_2206	AP009351.1	2426340	2427464	-	1125	36
NWMN_2207	AP009351.1	2427775	2428551	-	777	21
NWMN_2208	AP009351.1	2428573	2428650	-	78	0
NWMN_2209	AP009351.1	2429034	2429507	-	474	730
NWMN_2210	AP009351.1	2429507	2432461	-	2955	3624
NWMN_2211	AP009351.1	2433063	2434010	-	948	503
NWMN_2212	AP009351.1	2434143	2434940	-	798	188
NWMN_2213	AP009351.1	2435325	2436017	+	693	41
NWMN_2214	AP009351.1	2436373	2436687	+	315	2
NWMN_2215	AP009351.1	2436664	2437401	-	738	9
NWMN_2216	AP009351.1	2437450	2437779	+	330	0
NWMN_2217	AP009351.1	2438224	2439096	+	873	45
NWMN_2218	AP009351.1	2439483	2440862	-	1380	111
NWMN_2219	AP009351.1	2441142	2441498	+	357	19
NWMN_2220	AP009351.1	2441776	2441967	-	192	8
NWMN_2221	AP009351.1	2441978	2442613	-	636	20
NWMN_2222	AP009351.1	2442688	2443605	-	918	3
NWMN_2223	AP009351.1	2443873	2444403	+	531	7
NWMN_2224	AP009351.1	2444469	2446073	-	1605	46
NWMN_2225	AP009351.1	2446403	2447167	+	765	1
NWMN_2226	AP009351.1	2447225	2447731	-	507	132
NWMN_2227	AP009351.1	2447898	2449277	-	1380	15
NWMN_2228	AP009351.1	2449436	2450005	-	570	7
NWMN_2229	AP009351.1	2450492	2451373	-	882	2654
NWMN_2230	AP009351.1	2451484	2452605	-	1122	11
NWMN_2231	AP009351.1	2452882	2454120	-	1239	204
NWMN_2232	AP009351.1	2454120	2455781	-	1662	211
NWMN_2233	AP009351.1	2455941	2456825	+	885	5
NWMN_2234	AP009351.1	2457367	2457786	+	420	2
NWMN_2235	AP009351.1	2458042	2458977	-	936	715
NWMN_2236	AP009351.1	2459267	2460526	+	1260	48
NWMN_2237	AP009351.1	2460592	2461278	-	687	36
NWMN_2238	AP009351.1	2461452	2462105	+	654	4
NWMN_2239	AP009351.1	2462341	2463360	-	1020	33
NWMN_2240	AP009351.1	2463390	2463716	-	327	25
NWMN_2241	AP009351.1	2463934	2465166	-	1233	14
NWMN_2242	AP009351.1	2465159	2466058	-	900	8
NWMN_2243	AP009351.1	2466289	2466936	-	648	11
NWMN_2244	AP009351.1	2467116	2467247	+	132	0
NWMN_2245	AP009351.1	2467335	2467943	+	609	3
NWMN_2246	AP009351.1	2468280	2469488	+	1209	21
NWMN_2247	AP009351.1	2469536	2470585	-	1050	68
NWMN_2248	AP009351.1	2470616	2471563	-	948	20
NWMN_2249	AP009351.1	2471660	2472151	+	492	18
NWMN_2250	AP009351.1	2472148	2472567	+	420	11
NWMN_2251	AP009351.1	2472675	2473595	-	921	24
NWMN_2252	AP009351.1	2473803	2474441	+	639	11
NWMN_2253	AP009351.1	2474687	2476618	-	1932	38
NWMN_2254	AP009351.1	2476631	2477278	-	648	22
NWMN_2255	AP009351.1	2477399	2477950	+	552	4
NWMN_2256	AP009351.1	2478180	2479388	-	1209	8
NWMN_2257	AP009351.1	2479657	2481039	-	1383	34
NWMN_2258	AP009351.1	2481279	2481734	-	456	31
NWMN_2259	AP009351.1	2481929	2482897	+	969	9
NWMN_2260	AP009351.1	2483472	2483828	+	357	0
NWMN_2261	AP009351.1	2483968	2484633	-	666	50
NWMN_2262	AP009351.1	2484633	2485688	-	1056	24
NWMN_2263	AP009351.1	2485824	2486498	+	675	7
NWMN_2264	AP009351.1	2486491	2487864	+	1374	32
NWMN_2265	AP009351.1	2488027	2488470	+	444	1
NWMN_2266	AP009351.1	2488467	2488922	+	456	9
NWMN_2267	AP009351.1	2488988	2490523	-	1536	256
NWMN_2268	AP009351.1	2490847	2492445	-	1599	1038
NWMN_2269	AP009351.1	2492762	2494435	+	1674	25
NWMN_2270	AP009351.1	2494588	2495217	-	630	421
NWMN_2271	AP009351.1	2495531	2496046	-	516	7
NWMN_2272	AP009351.1	2496237	2497241	+	1005	27
NWMN_2273	AP009351.1	2497287	2497688	-	402	11
NWMN_2274	AP009351.1	2497724	2498758	-	1035	27
NWMN_2275	AP009351.1	2498990	2499421	-	432	29
NWMN_2276	AP009351.1	2499628	2500905	-	1278	4
NWMN_2277	AP009351.1	2501066	2501689	+	624	37
NWMN_2278	AP009351.1	2501735	2502679	+	945	29
NWMN_2279	AP009351.1	2502765	2504207	-	1443	922
NWMN_2280	AP009351.1	2504390	2504773	+	384	13
NWMN_2281	AP009351.1	2506258	2508363	+	2106	7
NWMN_2282	AP009351.1	2508434	2508856	+	423	1039
NWMN_2283	AP009351.1	2509121	2509477	+	357	2
NWMN_2284	AP009351.1	2509881	2511158	-	1278	63
NWMN_2285	AP009351.1	2511340	2511705	-	366	4
NWMN_2286	AP009351.1	2512103	2512549	+	447	11
NWMN_2287	AP009351.1	2512765	2513193	+	429	21
NWMN_2288	AP009351.1	2513300	2514469	-	1170	40
NWMN_2289	AP009351.1	2514839	2515477	+	639	4
NWMN_2290	AP009351.1	2515732	2516472	+	741	1
NWMN_2291	AP009351.1	2516730	2517383	-	654	70
NWMN_2292	AP009351.1	2517406	2518440	-	1035	105
NWMN_2293	AP009351.1	2518464	2518916	-	453	59
NWMN_2294	AP009351.1	2518936	2519613	-	678	27
NWMN_2295	AP009351.1	2519606	2520196	-	591	0
NWMN_2296	AP009351.1	2520174	2521733	-	1560	16
NWMN_2297	AP009351.1	2521723	2525412	-	3690	50
NWMN_2298	AP009351.1	2525722	2526699	-	978	314
NWMN_2299	AP009351.1	2526690	2527004	-	315	133
NWMN_2300	AP009351.1	2527008	2529413	-	2406	296
NWMN_2301	AP009351.1	2529479	2530210	-	732	23
NWMN_2302	AP009351.1	2530440	2530976	-	537	10
NWMN_2303	AP009351.1	2531209	2532033	-	825	17
NWMN_2304	AP009351.1	2532250	2532432	-	183	1
NWMN_2305	AP009351.1	2532516	2532983	-	468	1
NWMN_2306	AP009351.1	2533123	2534718	-	1596	32
NWMN_2307	AP009351.1	2535013	2535279	-	267	54
NWMN_2308	AP009351.1	2535803	2536402	-	600	35
NWMN_2309	AP009351.1	2536421	2536792	-	372	23
NWMN_2310	AP009351.1	2537038	2538288	+	1251	4
NWMN_2311	AP009351.1	2538385	2539116	-	732	201
NWMN_2312	AP009351.1	2539113	2539832	-	720	126
NWMN_2313	AP009351.1	2539813	2540592	-	780	87
NWMN_2314	AP009351.1	2540713	2542071	-	1359	68
NWMN_2315	AP009351.1	2542585	2543271	-	687	410
NWMN_2316	AP009351.1	2543597	2544463	-	867	22
NWMN_2317	AP009351.1	2545215	2546525	+	1311	397
NWMN_2318	AP009351.1	2547061	2547990	+	930	795
NWMN_2319	AP009351.1	2548558	2549505	+	948	693
NWMN_2320	AP009351.1	2549507	2550484	+	978	671
NWMN_2321	AP009351.1	2550536	2551003	-	468	0
NWMN_2322	AP009351.1	2551014	2551706	-	693	3
NWMN_2323	AP009351.1	2551717	2552832	-	1116	2
NWMN_2324	AP009351.1	2552810	2553817	-	1008	1
NWMN_2325	AP009351.1	2553819	2555177	-	1359	0
NWMN_2326	AP009351.1	2555155	2555841	-	687	0
NWMN_2327	AP009351.1	2556293	2558026	-	1734	6
NWMN_2328	AP009351.1	2558051	2559814	-	1764	1
NWMN_2329	AP009351.1	2560001	2560147	-	147	0
NWMN_2330	AP009351.1	2560683	2561069	-	387	7
NWMN_2331	AP009351.1	2561337	2562479	+	1143	74
NWMN_2332	AP009351.1	2562539	2563198	+	660	68
NWMN_2333	AP009351.1	2563380	2564591	+	1212	39
NWMN_2334	AP009351.1	2564714	2565187	-	474	5
NWMN_2335	AP009351.1	2565300	2565956	+	657	26
NWMN_2336	AP009351.1	2566019	2566825	-	807	4
NWMN_2337	AP009351.1	2567111	2568520	+	1410	87
NWMN_2338	AP009351.1	2568658	2570736	+	2079	49
NWMN_2339	AP009351.1	2570876	2572705	-	1830	56
NWMN_2340	AP009351.1	2572937	2574433	+	1497	22
NWMN_2341	AP009351.1	2574525	2575376	-	852	24
NWMN_2342	AP009351.1	2575698	2576633	-	936	38
NWMN_2343	AP009351.1	2576859	2578259	-	1401	66
NWMN_2344	AP009351.1	2578553	2579248	-	696	307
NWMN_2345	AP009351.1	2579248	2580189	-	942	314
NWMN_2346	AP009351.1	2580206	2580841	-	636	76
NWMN_2347	AP009351.1	2580838	2582064	-	1227	101
NWMN_2348	AP009351.1	2582734	2583333	-	600	46
NWMN_2349	AP009351.1	2583513	2585150	+	1638	29
NWMN_2350	AP009351.1	2585758	2587110	+	1353	472
NWMN_2351	AP009351.1	2587172	2588359	-	1188	35
NWMN_2352	AP009351.1	2588755	2589531	-	777	593
NWMN_2353	AP009351.1	2589524	2590186	-	663	56
NWMN_2354	AP009351.1	2590434	2591510	-	1077	106
NWMN_2355	AP009351.1	2592131	2592388	-	258	7
NWMN_2356	AP009351.1	2592747	2593202	+	456	60
NWMN_2357	AP009351.1	2593370	2594947	-	1578	65
NWMN_2358	AP009351.1	2595142	2595891	+	750	0
NWMN_2359	AP009351.1	2596115	2597308	-	1194	5
NWMN_2360	AP009351.1	2597320	2598069	-	750	1
NWMN_2361	AP009351.1	2598062	2598877	-	816	2
NWMN_2362	AP009351.1	2598874	2599743	-	870	1
NWMN_2363	AP009351.1	2599740	2600675	-	936	7
