locus tag,new locus tag,pan locus tag,pan gene symbol,type,symbol,synonym,product,replicon,strand,start,end,gene length,essential,Gene ID,gene RefSeq,MicrobesOnline,description,protein length,theoretical pI,theoretical MW,GRAVY,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score,TheSEED,PFAM Accession,PFAM,PFAM description,PFAM clan accession,PFAM clan,PFAM HMM score,interaction partners,PSORTb,DeepLocPro,LocateP,SignalP,transmembrane helices,protein GI,UniProt,protein RefSeq,protein copies per cell,operon,pubmed
NWMN_0032,NWMN_RS00205,SAUPAN000385000,-,CDS,NWMN_0032,,hypothetical protein,chromosome,-,44597,45817,1221,unknown,5329937,YP_001331067,3705563,hypothetical protein,406,9.43757,45716.5,0.86798,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,H+ Antiporter protein,TIGR00900,165.1,,PF07690,MFS_1,Major Facilitator Superfamily,CL0015,MFS,139.7,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,12,151220244,A0A0H3K614,YP_001331067,,no polycistronic organisation predicted,
NWMN_0033,,SAUPAN000843000,-,CDS,NWMN_0033,,hypothetical protein,chromosome,+,45582,45884,303,unknown,5329938,YP_001331068,3705564,hypothetical protein,100,10.2917,11475.8,0.416,,,,,,,,PF13002,LDB19,Arrestin_N terminal like,CL0135,Arrestin_N-like,15.9,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220245,A0A0H3K9V6,YP_001331068,,no polycistronic organisation predicted,
NWMN_0034,NWMN_RS00210,SAUPAN000386000,-,CDS,NWMN_0034,,hypothetical protein,chromosome,-,45810,46295,486,unknown,5329939,YP_001331069,3705565,hypothetical protein,161,5.70203,18905.5,-0.308075,Metabolism,Central intermediary metabolism,Sulfur metabolism,FMN reductase,TIGR03567,18.5,,PF02525,Flavodoxin_2,Flavodoxin-like fold,CL0042,Flavoprotein,64,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220246,A0A0H3K669,YP_001331069,,no polycistronic organisation predicted,
NWMN_0035,NWMN_RS00215,SAUPAN000387000,-,CDS,NWMN_0035,,LysR family regulatory protein,chromosome,+,46473,47333,861,unknown,5329940,YP_001331070,3705566,LysR family regulatory protein,286,5.76749,33410.2,-0.331119,Signal transduction,Regulatory functions,DNA interactions,aminoethylphosphonate catabolism associated LysR family transcriptional regulator,TIGR03339,82.8,,PF03466,LysR_substrate,LysR substrate binding domain,CL0177,PBP,65.6,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220247,A0A0H3KD85,YP_001331070,,no polycistronic organisation predicted,
NWMN_0036,NWMN_RS00220,SAUPAN000846000,-,CDS,NWMN_0036,,hypothetical protein,chromosome,-,47688,48221,534,unknown,5329941,YP_001331071,3705567,hypothetical protein,177,7.57096,20874.9,-0.10678,,,,,,,,PF16157,DUF4865,Domain of unknown function (DUF4865),no clan defined,no clan defined,216.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220248,A0A0H3K5I2,YP_001331071,,no polycistronic organisation predicted,
NWMN_0037,NWMN_RS00225,SAUPAN000670000,-,CDS,NWMN_0037,,hypothetical protein,chromosome,+,48312,49055,744,unknown,5329942,YP_001331072,3705568,hypothetical protein,247,9.18932,28421.6,-0.3417,Cellular processes; Genetic information processing; Signal transduction,Cellular processes; DNA metabolism; Regulatory functions,"DNA interactions; DNA replication, recombination, and repair; Toxin production and resistance","transcriptional regulator, ArgP family",TIGR03298,50.2,,PF00126,HTH_1,"Bacterial regulatory helix-turn-helix protein, lysR family",CL0123,HTH,62.9,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220249,A0A0H3K618,YP_001331072,,no polycistronic organisation predicted,
NWMN_0038,NWMN_RS00230,SAUPAN000148000,-,CDS,NWMN_0038,,hypothetical protein,chromosome,+,49489,50091,603,unknown,5329943,YP_001331073,3705569,hypothetical protein,200,9.95595,22662.1,0.665,,,,integral membrane protein,TIGR04561,12.7,,PF19529,DUF6057,Family of unknown function (DUF6057),no clan defined,no clan defined,18.3,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,5,151220250,A0A0H3K9W3,YP_001331073,,no polycistronic organisation predicted,
NWMN_0039,NWMN_RS00235,SAUPAN000849000,-,CDS,NWMN_0039,,hypothetical protein,chromosome,+,50358,53510,3153,unknown,5329944,YP_001331074,3705570,hypothetical protein,1050,6.04559,121729,-0.569809,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",putative DNA helicase,TIGR00376,37.5,,PF01443,Viral_helicase1,Viral (Superfamily 1) RNA helicase,CL0023,P-loop_NTPase,49.6,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220251,A0A0H3K673,YP_001331074,,no polycistronic organisation predicted,
NWMN_0040,NWMN_RS00240,SAUPAN000853000,-,CDS,NWMN_0040,,hypothetical protein,chromosome,+,53567,54049,483,unknown,5329945,YP_001331075,3705571,hypothetical protein,160,9.35138,17920.1,0.429375,Cell structure,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,oligosaccharide repeat unit polymerase,TIGR04370,16.8,,PF19554,DUF6077,Family of unknown function (DUF6077),no clan defined,no clan defined,17.1,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,4,151220252,A0A0H3KD93,YP_001331075,,no polycistronic organisation predicted,
NWMN_0041,NWMN_RS00245,SAUPAN000858000,plc,CDS,NWMN_0041,,hypothetical protein,chromosome,+,54254,55240,987,unknown,5329946,YP_001331076,3705572,hypothetical protein,328,8.62785,37086.4,-0.555488,,,,,,,"Phages, Prophages, Transposable elements, Plasmids / ""Pathogenicity islands"" / ""Listeria Pathogenicity Island LIPI-1 extended"" / ""Phosphatidylinositol-specific phospholipase C (EC 4.6.1.13)""",PF00388,PI-PLC-X,"Phosphatidylinositol-specific phospholipase C, X domain",CL0036,TIM_barrel,91.3,,Extracellular,Extracellular,N-terminally anchored (No CS),signal peptide predicted,1,151220253,P45723,YP_001331076,,no polycistronic organisation predicted,
NWMN_0042,NWMN_RS00250,SAUPAN000860000,csa1A,CDS,NWMN_0042,,hypothetical protein,chromosome,+,55461,56231,771,unknown,5329947,YP_001331077,3705573,hypothetical protein,256,8.65284,29786.8,-0.793359,,,,Staphylococcus tandem lipoproteins,TIGR01742,381.5,,PF04507,DUF576,Csa1 family,CL0048,LolA_LolB,381.7,,no significant prediction,Cytoplasmic Membrane,Lipid anchored,signal peptide predicted,1,151220254,A0A0H3K5I6,YP_001331077,,NWMN_0042 > NWMN_0043 (MicrobesOnline),23895222
NWMN_0043,NWMN_RS00255,SAUPAN000859000,-,CDS,NWMN_0043,,hypothetical protein,chromosome,+,56283,57053,771,unknown,5329948,YP_001331078,3705574,hypothetical protein,256,9.41878,29790.8,-0.775391,,,,Staphylococcus tandem lipoproteins,TIGR01742,372.3,,PF04507,DUF576,Csa1 family,CL0048,LolA_LolB,378.7,,no significant prediction,Cytoplasmic Membrane,Lipid anchored,signal peptide predicted,1,151220255,A0A0H3K621,YP_001331078,,NWMN_0042 > NWMN_0043 (MicrobesOnline),
NWMN_0044,NWMN_RS00260,SAUPAN000862000,-,CDS,NWMN_0044,,hypothetical protein,chromosome,+,57117,57887,771,unknown,5329949,YP_001331079,3705575,hypothetical protein,256,9.83455,29708,-0.783594,,,,Staphylococcus tandem lipoproteins,TIGR01742,391.4,,PF04507,DUF576,Csa1 family,CL0048,LolA_LolB,388,,no significant prediction,Cytoplasmic Membrane,Lipid anchored,signal peptide predicted,1,151220256,A0A0H3K9X0,YP_001331079,,no polycistronic organisation predicted,
NWMN_0045,NWMN_RS00265,SAUPAN000861000,-,CDS,NWMN_0045,,hypothetical protein,chromosome,+,57954,58721,768,unknown,5329950,YP_001331080,3705576,hypothetical protein,255,9.52669,29399.5,-0.8,,,,Staphylococcus tandem lipoproteins,TIGR01742,423.4,,PF04507,DUF576,Csa1 family,CL0048,LolA_LolB,387.3,,no significant prediction,Cytoplasmic Membrane,Lipid anchored,signal peptide predicted,1,151220257,A0A0H3K678,YP_001331080,,no polycistronic organisation predicted,
NWMN_0046,NWMN_RS00270,SAUPAN000891000,-,CDS,NWMN_0046,,hypothetical protein,chromosome,+,58815,61052,2238,unknown,5329951,YP_001331081,3705577,hypothetical protein,745,6.40161,87926.4,-0.368591,,,,YSIRK-targeted surface antigen transcriptional regulator,TIGR04094,58.8,,PF12833,HTH_18,Helix-turn-helix domain,CL0123,HTH,75.3,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220258,A0A0H3KD98,YP_001331081,,no polycistronic organisation predicted,
NWMN_0047,NWMN_RS00275,SAUPAN000893000,-,CDS,NWMN_0047,,hypothetical protein,chromosome,+,61194,62381,1188,unknown,5329952,YP_001331082,3705578,hypothetical protein,395,5.44053,43472,-0.322785,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides",amidohydrolase,TIGR01891,349.9,,PF01546,Peptidase_M20,Peptidase family M20/M25/M40,CL0865,ZnExoPePases,145,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220259,A0A0H3K5J0,YP_001331082,,NWMN_0047 > NWMN_0048 (MicrobesOnline),15205410; 21725011
NWMN_0048,NWMN_RS00280,SAUPAN000894000,norC,CDS,NWMN_0048,,hypothetical protein,chromosome,+,62383,63771,1389,unknown,5329953,YP_001331083,3705579,hypothetical protein,462,9.86212,48951.3,0.951515,Cellular processes; Metabolism,Cellular processes; Transport and binding proteins,Other; Toxin production and resistance,"drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family",TIGR00711,133.7,,PF07690,MFS_1,Major Facilitator Superfamily,CL0015,MFS,160.5,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,14,151220260,A0A0H3K625,YP_001331083,,NWMN_0047 > NWMN_0048 (MicrobesOnline),15205410
NWMN_0049,NWMN_RS00285,SAUPAN000899000,nptA,CDS,NWMN_0049,,hypothetical protein,chromosome,-,64264,65931,1668,unknown,5329954,YP_001331084,3705580,hypothetical protein,555,6.25194,60907.8,0.329369,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,Na/Pi-cotransporter II-related protein,TIGR00704,250.1,"Phosphorus Metabolism / ""Phosphorus Metabolism - no subcategory"" / ""Phosphate metabolism"" / ""Na/Pi cotransporter II-related protein""",PF02690,Na_Pi_cotrans,Na+/Pi-cotransporter,no clan defined,no clan defined,231.9,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,9,151220261,A0A0H3K9X3,YP_001331084,,no polycistronic organisation predicted,
NWMN_0050,NWMN_RS00290,SAUPAN000902000,-,CDS,NWMN_0050,,myosin-cross-reactive antigen,chromosome,-,66251,68026,1776,unknown,5329955,YP_001331085,3705581,myosin-cross-reactive antigen,591,4.75677,67648.2,-0.371235,,,,"9,9'-di-cis-zeta-carotene desaturase",TIGR02732,15.7,,PF06100,MCRA,MCRA family,CL0063,NADP_Rossmann,751.5,,no significant prediction,Cytoplasmic Membrane,Intracellular,no predicted signal peptide,0,151220262,A0A0H3K682,YP_001331085,,no polycistronic organisation predicted,15205410; 21725011
NWMN_0051,NWMN_RS00295,SAUPAN000903000,-,CDS,NWMN_0051,,hypothetical protein,chromosome,-,68200,69072,873,unknown,5329956,YP_001331086,3705582,hypothetical protein,290,6.2511,32209.2,1.03483,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",carboxylate/amino acid/amine transporter,TIGR00950,110.3,"RNA Metabolism / ""RNA processing and modification"" / ""Queuosine-Archaeosine Biosynthesis"" / ""Permease of the drug/metabolite transporter (DMT) superfamily""; ""Virulence, Disease and Defense"" / ""Resistance to antibiotics and toxic compounds"" / ""Cobalt-zinc-cadmium resistance"" / ""Permease of the drug/metabolite transporter (DMT) superfamily""",PF00892,EamA,EamA-like transporter family,CL0184,DMT,154,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,10,151220263,A0A0H3KDA3,YP_001331086,,no polycistronic organisation predicted,
NWMN_0052,NWMN_RS00300,SAUPAN000904000,norG,CDS,NWMN_0052,,transcriptional regulator GntR family protein,chromosome,+,69185,70582,1398,unknown,5329957,YP_001331087,3705583,transcriptional regulator GntR family protein,465,9.31384,53991.9,-0.211398,,,,enduracididine biosynthesis enzyme MppQ,TIGR04461,138.1,"Amino Acids and Derivatives / ""Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"" / ""Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"" / ""Aspartate aminotransferase (EC 2.6.1.1)""; ""Amino Acids and Derivatives"" / ""Lysine, threonine, methionine, and cysteine"" / ""Threonine and Homoserine Biosynthesis"" / ""Aspartate aminotransferase (EC 2.6.1.1)""; ""Amino Acids and Derivatives"" / ""Proline and 4-hydroxyproline"" / ""Proline, 4-hydroxyproline uptake and utilization"" / ""Aspartate aminotransferase (EC 2.6.1.1)""",PF00155,Aminotran_1_2,Aminotransferase class I and II,CL0061,PLP_aminotran,122.3,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220264,A0A0H3K5J3,YP_001331087,,no polycistronic organisation predicted,
NWMN_0053,NWMN_RS00305,SAUPAN000905000,-,CDS,NWMN_0053,,hypothetical protein,chromosome,+,70772,71245,474,unknown,5329958,YP_001331088,3705584,hypothetical protein,157,9.57861,18706.3,0.596815,,,,,,,,PF07853,DUF1648,Domain of unknown function (DUF1648),no clan defined,no clan defined,52.2,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,signal peptide predicted,4,151220265,A0A0H3K627,YP_001331088,,no polycistronic organisation predicted,15205410
NWMN_0054,NWMN_RS00310,SAUPAN000906000,lctP1,CDS,lctP,,L-lactate permease,chromosome,+,71507,73099,1593,unknown,5329959,YP_001331089,3705585,L-lactate permease,530,9.84516,56190.5,1.10019,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","transporter, lactate permease (LctP) family",TIGR00795,521,,PF02652,Lactate_perm,L-lactate permease,CL0182,IT,539.7,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,13,151220266,A0A0H3K9X9,YP_001331089,,no polycistronic organisation predicted,
NWMN_0055,NWMN_RS00315,SAUPAN000909000,spa,CDS,spa,,immunoglobulin G binding protein A precursor (protein A),chromosome,-,73428,74990,1563,unknown,5332074,YP_001331090,3705586,immunoglobulin G binding protein A precursor (protein A),520,5.48928,56833.4,-1.09654,,,,"gram-positive signal peptide, YSIRK family",TIGR01168,34.3,"Virulence, Disease and Defense / ""Adhesion"" / ""Adhesins in Staphylococcus"" / ""Protein A, von Willebrand factor binding protein Spa""",PF02216,B,B domain,CL0598,B_GA,474.6,NWMN_0510; NWMN_1580; NWMN_1604; NWMN_2135,Cellwall,Cell wall & surface,LPxTG Cell-wall anchored,signal peptide predicted,1,151220267,A0A0H3K686,YP_001331090,,no polycistronic organisation predicted,17416657; 21166474; 22088393; 24434550
NWMN_0056,NWMN_RS00320,SAUPAN000910000,sarS,CDS,sarH1,,accessory regulator A-like protein,chromosome,-,75375,76151,777,unknown,5332493,YP_001331091,3705587,accessory regulator A-like protein,258,9.30531,30800.7,-0.417442,Signal transduction,Regulatory functions,DNA interactions,staphylococcal accessory regulator family,TIGR01889,214.5,,PF22381,Staph_reg_Sar_Rot,Transcriptional regulator SarA/Rot,CL0123,HTH,132.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220268,A6QD96,YP_001331091,,no polycistronic organisation predicted,
NWMN_0057,NWMN_RS00325,SAUPAN000911000,sirC,CDS,sirC,,siderophore compound ABC transporter permease SirC,chromosome,-,76496,77494,999,unknown,5332435,YP_001331092,3705588,siderophore compound ABC transporter permease SirC,332,10.6652,35729.5,1.11657,,,,"proposed F420-0 ABC transporter, permease protein",TIGR03869,149.6,"Iron acquisition and metabolism / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin ABC transporter, permease protein SirC""",PF01032,FecCD,FecCD transport family,CL0142,Membrane_trans,283.1,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,9,151220269,A0A0H3KDB0,YP_001331092,,NWMN_0057 < NWMN_0058 < NWMN_0059 (MicrobesOnline),15576785
NWMN_0058,NWMN_RS00330,SAUPAN000912000,sirB,CDS,sirB,,siderophore compound ABC transporter permease SirB,chromosome,-,77491,78486,996,unknown,5332489,YP_001331093,3705589,siderophore compound ABC transporter permease SirB,331,10.5981,35525.2,1.22991,,,,"proposed F420-0 ABC transporter, permease protein",TIGR03869,153.6,"Iron acquisition and metabolism / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin ABC transporter, permease protein SirB""",PF01032,FecCD,FecCD transport family,CL0142,Membrane_trans,306.9,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,9,151220270,A0A0H3K5J6,YP_001331093,,NWMN_0057 < NWMN_0058 < NWMN_0059 (MicrobesOnline),15576785
NWMN_0059,NWMN_RS00335,SAUPAN000913000,sirA,CDS,sirA,,siderophore compound ABC transporter binding protein,chromosome,-,78502,79494,993,unknown,5332488,YP_001331094,3705590,siderophore compound ABC transporter binding protein,330,9.7617,36743.9,-0.563636,,,,"heme ABC transporter, heme-binding protein isdE",TIGR03659,61.7,"Iron acquisition and metabolism / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin ABC transporter, substrate-binding protein SirA""",PF01497,Peripla_BP_2,Periplasmic binding protein,CL0043,Chelatase,85.1,,Cytoplasmic Membrane,Cytoplasmic Membrane,Lipid anchored,signal peptide predicted,0,151220271,A0A0H3K629,YP_001331094,,NWMN_0057 < NWMN_0058 < NWMN_0059 (MicrobesOnline),15576785
NWMN_0060,NWMN_RS00340,SAUPAN000914000,sbnA,CDS,sbnA,,O-Acetyl serine sulfhydrylase,chromosome,+,79725,80705,981,unknown,5332487,YP_001331095,3705591,O-Acetyl serine sulfhydrylase,326,6.13129,35897,-0.145399,Cellular processes,Cellular processes,Biosynthesis of natural products,"2,3-diaminopropionate biosynthesis protein SbnA",TIGR03945,447.8,"Iron acquisition and metabolism / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin biosynthesis protein SbnA""",PF00291,PALP,Pyridoxal-phosphate dependent enzyme,CL0063,NADP_Rossmann,232.1,NWMN_0055; NWMN_0481; NWMN_0509; NWMN_0510; NWMN_0722; NWMN_0741; NWMN_0811; NWMN_0839; NWMN_1096; NWMN_1151; NWMN_1166; NWMN_1580; NWMN_1587; NWMN_1604; NWMN_1756; NWMN_2040; NWMN_2119; NWMN_2135; NWMN_2143; NWMN_2146; NWMN_2504,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220272,A6QDA0,YP_001331095,,NWMN_0060 > NWMN_0061 > NWMN_0062 > NWMN_0063 > NWMN_0064 > NWMN_0065 > NWMN_0066 > NWMN_0067 > NWMN_0068 (MicrobesOnline),14688077; 21166474
NWMN_0061,NWMN_RS00345,SAUPAN000915000,sbnB,CDS,sbnB,,ornithine cyclodeaminase,chromosome,+,80702,81712,1011,unknown,5332444,YP_001331096,3705592,ornithine cyclodeaminase,336,4.91313,37748.5,-0.291369,Cellular processes,Cellular processes,Biosynthesis of natural products,"2,3-diaminopropionate biosynthesis protein SbnB",TIGR03944,420.9,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Arginine and Ornithine Degradation"" / ""Ornithine cyclodeaminase (EC 4.3.1.12)""; ""Amino Acids and Derivatives"" / ""Lysine, threonine, methionine, and cysteine"" / ""Threonine degradation"" / ""Ornithine cyclodeaminase (EC 4.3.1.12)""; ""Amino Acids and Derivatives"" / ""Proline and 4-hydroxyproline"" / ""Proline, 4-hydroxyproline uptake and utilization"" / ""Ornithine cyclodeaminase (EC 4.3.1.12)""; ""Iron acquisition and metabolism"" / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin biosynthesis protein SbnB""",PF02423,OCD_Mu_crystall,Ornithine cyclodeaminase/mu-crystallin family,CL0063,NADP_Rossmann,208.2,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220273,A0A0H3K9Y6,YP_001331096,,NWMN_0060 > NWMN_0061 > NWMN_0062 > NWMN_0063 > NWMN_0064 > NWMN_0065 > NWMN_0066 > NWMN_0067 > NWMN_0068 (MicrobesOnline),14688077
NWMN_0062,NWMN_RS00350,SAUPAN000916000,sbnC,CDS,sbnC,,siderophore biosynthesis IucC family protein,chromosome,+,81733,83487,1755,unknown,5332445,YP_001331097,3705593,siderophore biosynthesis IucC family protein,584,4.90073,66432.7,-0.151712,,,,,,,"Iron acquisition and metabolism / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin biosynthesis protein SbnC""",PF04183,IucA_IucC,IucA / IucC family,CL0016,PKinase,186.3,,Cytoplasmic Membrane,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220274,A0A0H3K691,YP_001331097,,NWMN_0060 > NWMN_0061 > NWMN_0062 > NWMN_0063 > NWMN_0064 > NWMN_0065 > NWMN_0066 > NWMN_0067 > NWMN_0068 (MicrobesOnline),14688077
NWMN_0063,NWMN_RS00355,SAUPAN000918000,sbnD,CDS,sbnD,,membrane transporter protein,chromosome,+,83480,84736,1257,unknown,5332446,YP_001331098,3705594,membrane transporter protein,418,9.83351,44835.1,0.786364,,,,multidrug resistance protein,TIGR00880,81.4,"Iron acquisition and metabolism / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin biosynthesis protein SbnD""",PF07690,MFS_1,Major Facilitator Superfamily,CL0015,MFS,175.7,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,10,151220275,A0A0H3KDB6,YP_001331098,,NWMN_0060 > NWMN_0061 > NWMN_0062 > NWMN_0063 > NWMN_0064 > NWMN_0065 > NWMN_0066 > NWMN_0067 > NWMN_0068 (MicrobesOnline),14688077
NWMN_0064,NWMN_RS00360,SAUPAN000919000,sbnE,CDS,sbnE,,siderophore biosynthesis IucA family protein,chromosome,+,84726,86462,1737,unknown,5332447,YP_001331099,3705595,siderophore biosynthesis IucA family protein,578,5.85903,65998.7,-0.27128,,,,,,,"Iron acquisition and metabolism / ""Siderophores"" / ""Siderophore Staphylobactin"" / ""Siderophore staphylobactin biosynthesis protein SbnE""",PF04183,IucA_IucC,IucA / IucC family,CL0016,PKinase,174.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220276,A0A0H3K5J9,YP_001331099,,NWMN_0060 > NWMN_0061 > NWMN_0062 > NWMN_0063 > NWMN_0064 > NWMN_0065 > NWMN_0066 > NWMN_0067 > NWMN_0068 (MicrobesOnline),14688077
